trip_duration_min,is_peak_time,distance_km,neighborhood_type,base_rate_multiplier,trip_fare
17,No,8,Residential,1.32,13.69
15,No,9,Rural,1.11,14.84
19,Yes,8,Rural,1.22,16.02
,No,9,Business,1.53,15.35
,No,3,Residential,1.41,11.04
19,No,3,Rural,1.03,10.46
14,No,4,Rural,1.15,12.01
13,No,5,Airport,1.38,14.51
6,No,3,Business,1.32,9.67
14,No,6,Business,1.36,12.76
15,Yes,7,Business,1.49,15.58
17,No,6,Business,0.94,12.25
23,No,1,Business,0.80,10.40
15,No,,Business,1.04,10.71
11,No,7,Residential,1.37,12.49
20,Yes,6,Residential,0.81,13.45
16,No,3,Business,1.16,10.72
21,No,7,Business,1.32,15.09
17,No,3,Business,1.04,10.75
13,Yes,5,Residential,1.16,12.72
20,Yes,4,Residential,1.61,13.55
17,Yes,5,Business,1.46,13.96
9,Yes,,Airport,1.54,11.98
20,Yes,,Rural,1.39,16.40
26,Yes,7,Business,1.04,15.60
22,No,5,Business,1.31,13.17
28,No,,Residential,1.35,14.94
8,No,6,Rural,1.29,11.87
13,No,4,Residential,1.17,11.48
15,No,8,Airport,1.28,15.79
10,No,9,Business,1.10,14.93
15,No,5,Residential,,10.95
20,No,6,Residential,1.26,13.37
14,No,5,Residential,0.85,10.90
21,No,,Business,0.89,11.46
9,Yes,6,Residential,1.40,12.73
10,No,1,Residential,1.06,7.66
22,No,4,Airport,,12.71
21,No,7,Residential,1.31,14.65
10,No,6,Residential,1.48,13.40
11,No,10,Residential,1.37,15.83
7,No,8,Rural,1.42,13.35
5,No,3,Rural,0.90,9.44
11,No,8,Rural,1.10,13.63
9,Yes,7,Business,1.02,13.96
14,No,4,Business,1.24,11.48
15,Yes,11,Rural,1.26,17.45
12,No,6,Residential,0.99,12.12
9,,4,Business,1.42,10.53
3,No,2,Residential,0.93,7.41
16,No,7,Rural,1.13,14.87
16,No,7,Rural,1.27,13.07
10,No,3,Residential,1.30,9.63
19,Yes,6,Airport,1.13,15.79
31,No,7,Business,1.42,15.80
21,Yes,5,Airport,1.01,14.59
21,No,5,Rural,1.50,13.97
14,No,4,Residential,1.47,11.04
16,No,6,Business,,13.70
10,No,7,Rural,1.21,13.44
16,No,5,Residential,,11.89
24,No,8,Rural,0.98,16.33
19,Yes,3,Business,1.18,12.28
21,,3,Residential,1.33,12.04
9,No,9,Rural,0.90,13.64
14,,,Residential,1.30,9.39
26,No,5,Rural,1.36,14.07
11,No,7,Business,1.22,12.36
22,No,7,Residential,1.04,14.42
,No,5,Residential,1.26,11.45
16,Yes,5,Business,1.26,13.16
18,Yes,4,Business,1.23,13.08
15,No,17,Business,1.46,25.99
4,No,5,Business,1.27,10.27
16,No,7,Airport,1.24,15.28
,No,1,Residential,1.25,8.41
14,Yes,10,Business,1.41,16.23
15,Yes,6,Business,0.85,13.30
25,No,4,Business,1.24,12.94
16,No,6,Airport,1.09,14.57
20,Yes,2,Residential,1.30,11.04
14,No,7,Rural,1.40,14.01
17,No,4,Business,1.24,11.93
11,No,1,Business,1.65,9.40
11,No,3,Business,0.97,9.56
20,No,2,Residential,1.15,10.07
17,No,8,Rural,1.01,14.97
12,No,7,Rural,1.19,13.49
29,No,2,Airport,0.80,12.64
16,Yes,3,Business,1.21,11.34
26,No,4,Residential,1.45,12.33
,No,11,Business,1.27,17.71
22,No,8,Business,1.07,15.92
14,No,8,Business,1.37,14.64
,No,9,Rural,,14.09
17,No,5,Business,1.30,12.37
13,No,8,,1.12,13.64
17,Yes,1,Rural,1.15,9.84
21,No,1,Business,1.29,9.76
12,Yes,4,,1.01,10.12
13,Yes,1,Business,1.24,10.54
17,No,10,Business,1.28,16.08
16,No,3,Rural,0.91,9.48
29,No,5,Business,1.32,15.07
20,No,4,Business,1.26,11.78
3,No,6,Residential,0.84,10.32
12,No,3,Residential,1.22,10.09
10,Yes,5,Residential,1.26,11.63
9,Yes,8,Airport,1.44,16.28
11,No,6,Airport,1.40,13.83
25,No,2,Rural,0.94,11.11
9,No,3,Residential,1.25,9.41
11,Yes,6,Business,0.88,12.46
16,Yes,,Business,1.18,12.16
22,No,8,Business,1.25,15.84
18,No,8,Residential,1.07,14.13
,No,7,Residential,1.28,14.71
14,Yes,5,Business,1.43,13.05
14,No,4,Rural,1.05,11.21
17,Yes,9,,1.53,16.43
22,Yes,4,Business,1.07,12.79
8,No,6,Residential,1.40,10.71
11,Yes,4,Airport,1.29,12.68
3,No,5,Airport,0.95,10.38
14,No,4,Residential,1.46,10.74
24,Yes,5,Rural,0.80,14.01
22,No,8,Residential,1.59,14.87
22,No,5,Rural,,13.59
10,Yes,3,Residential,1.03,10.18
16,No,4,Rural,1.11,11.33
21,No,5,Residential,1.25,12.29
11,No,7,Residential,1.38,13.55
17,Yes,1,Residential,0.89,9.35
13,Yes,4,Business,0.92,10.35
23,Yes,28,Residential,1.44,34.56
12,No,8,Rural,1.24,15.60
,Yes,8,Residential,,14.39
21,Yes,7,Business,1.02,14.98
17,Yes,5,Rural,1.17,13.58
7,Yes,5,,1.04,12.61
18,No,4,Airport,1.26,12.95
14,No,8,Residential,0.92,13.87
12,No,6,Airport,1.20,14.13
9,Yes,4,Residential,1.14,11.04
13,No,6,Rural,1.34,13.29
18,No,3,Business,0.89,11.01
13,No,6,Rural,1.17,11.81
26,Yes,1,Airport,1.02,13.28
19,Yes,4,Residential,,12.78
15,,3,,1.11,11.08
15,Yes,3,Residential,0.80,9.77
24,No,3,Residential,1.19,12.90
12,No,7,Residential,1.26,12.27
18,No,7,Rural,1.42,15.55
11,Yes,5,Residential,1.39,12.79
19,No,6,Rural,1.15,13.74
23,,4,,1.08,12.64
24,No,7,Residential,0.95,14.84
27,No,3,Residential,1.18,11.93
13,No,4,Business,0.95,11.13
15,Yes,7,Business,1.11,13.84
8,Yes,11,Airport,1.09,16.79
9,No,5,Residential,1.34,11.27
19,No,1,Airport,1.37,10.78
7,Yes,7,Airport,1.35,14.17
10,No,3,Business,1.26,10.60
8,No,7,Business,1.15,13.11
13,Yes,4,Business,1.20,12.20
18,No,3,,1.06,10.76
18,No,8,,1.60,15.67
24,No,7,Residential,1.33,14.87
21,No,5,Business,0.80,12.39
12,No,6,Business,1.11,13.03
3,No,9,Business,1.00,13.66
21,Yes,,Rural,0.97,12.50
19,Yes,5,Business,1.08,13.35
6,Yes,1,Business,0.92,8.10
5,No,1,Residential,1.37,7.75
7,Yes,,Rural,1.34,13.80
16,Yes,7,Residential,1.05,14.68
7,Yes,1,Residential,1.38,9.06
10,Yes,2,Rural,1.23,10.99
16,No,10,Business,1.55,16.21
,No,3,Business,1.62,10.65
16,No,3,Business,0.92,10.74
,Yes,6,Business,1.36,13.88
18,No,3,Business,1.21,10.57
14,Yes,8,,1.05,14.04
8,No,7,Business,1.10,11.87
8,Yes,1,Residential,1.34,9.63
10,No,10,Residential,1.55,14.45
15,No,6,Residential,0.96,12.50
8,Yes,3,Residential,1.57,10.99
16,Yes,2,Business,1.24,10.99
9,No,1,Business,1.15,7.77
18,Yes,4,,1.04,11.37
20,No,1,Business,1.66,10.57
9,No,7,Business,1.10,12.62
,Yes,3,Residential,1.25,10.68
17,No,3,Residential,1.54,10.82
18,No,5,Business,1.18,12.75
4,No,2,Business,1.24,8.55
11,Yes,,Business,1.08,11.62
17,Yes,4,Business,1.39,12.43
19,No,4,Business,1.03,11.99
7,No,8,Rural,0.92,13.55
18,No,7,Business,1.54,14.59
21,No,,Rural,1.05,12.20
12,No,3,Business,1.00,9.83
19,Yes,7,Residential,1.16,14.16
13,No,1,Business,1.58,8.87
18,No,1,Airport,1.23,11.01
28,,9,Residential,1.19,16.51
11,No,7,Business,0.93,13.11
,No,7,Business,1.39,13.49
5,No,7,Business,1.09,12.38
3,No,3,Rural,1.80,10.73
10,No,6,Business,0.97,11.22
25,No,6,Residential,1.18,14.42
20,No,,,0.96,11.00
13,No,1,Residential,1.09,7.79
4,No,5,Business,1.36,10.80
8,No,4,Rural,1.22,10.39
22,Yes,5,Residential,1.25,14.52
10,Yes,7,Rural,1.37,14.24
3,Yes,5,Residential,,10.27
11,No,9,Airport,,16.23
20,,6,Rural,,13.73
5,No,3,Business,0.87,9.07
4,No,7,Rural,1.39,12.89
12,No,4,Residential,1.16,10.77
,No,,Business,1.36,9.85
20,No,9,Business,1.05,15.63
10,Yes,2,Business,,11.04
24,No,4,Airport,1.19,13.28
21,No,4,Business,1.47,12.42
15,No,1,Business,1.80,9.81
15,No,5,Business,0.97,11.78
14,No,6,Business,1.31,12.50
12,Yes,1,Business,1.00,9.30
13,No,4,Business,1.15,10.85
17,No,26,Business,1.46,31.28
17,No,5,Residential,1.19,12.78
,Yes,5,Rural,1.21,14.83
13,Yes,8,Rural,0.93,14.95
9,No,5,Residential,1.01,10.42
13,Yes,1,Business,1.05,9.49
14,No,9,Rural,1.14,15.72
5,No,4,Business,1.10,10.47
14,No,4,Residential,1.31,10.70
11,Yes,11,Business,1.26,16.16
16,No,6,Business,1.07,12.74
16,No,6,Airport,1.10,14.63
24,No,4,Residential,1.20,12.35
20,Yes,11,Business,0.97,18.52
13,No,8,Rural,0.87,13.44
21,No,5,Business,0.80,12.25
16,No,5,Rural,,12.43
13,Yes,4,Business,1.42,11.31
14,No,6,Business,1.23,12.99
15,No,5,Residential,1.38,13.20
9,No,4,Rural,0.94,10.88
19,Yes,2,Airport,1.58,12.90
7,No,1,Residential,1.39,7.78
16,No,4,,1.10,11.10
27,Yes,6,Rural,1.46,16.09
13,,9,Business,1.20,14.39
23,No,7,Business,1.41,14.96
19,Yes,3,Residential,1.35,11.80
18,No,3,Residential,0.92,10.36
17,Yes,4,Business,1.34,12.84
13,No,8,Residential,1.01,13.71
15,No,7,Business,1.19,14.08
14,Yes,5,Business,1.22,13.08
18,Yes,5,Residential,1.54,13.66
22,No,,Rural,1.27,11.63
25,No,4,Residential,1.20,12.33
19,Yes,5,Residential,1.38,13.83
22,Yes,3,Residential,1.35,12.55
17,No,8,Residential,0.93,13.71
12,Yes,8,Rural,0.85,14.87
,Yes,5,Business,1.56,14.39
17,Yes,3,Rural,1.33,11.92
9,No,3,Residential,0.88,8.61
5,No,8,Business,1.34,13.75
11,No,10,Business,0.91,14.66
17,,1,Residential,0.99,9.28
15,Yes,1,Residential,1.12,9.64
13,Yes,5,Business,1.23,11.52
13,,5,Airport,0.80,13.35
6,No,3,Business,1.15,9.86
,Yes,10,Business,1.24,16.85
26,No,5,Business,1.04,13.35
17,No,7,Rural,1.54,14.91
7,Yes,5,Rural,1.17,11.99
20,Yes,7,Business,1.35,15.27
14,No,7,Business,1.26,13.43
21,No,3,Airport,1.17,13.56
8,No,6,Business,1.36,12.94
10,Yes,6,Airport,1.30,14.82
13,No,3,Business,1.22,9.39
26,No,3,Airport,1.27,13.45
18,,,Residential,1.03,9.95
10,Yes,7,Airport,0.86,14.14
19,No,1,Business,0.98,9.59
16,Yes,3,Airport,1.37,13.00
19,No,4,Airport,1.29,14.02
19,Yes,10,Airport,0.95,17.29
18,No,5,Business,0.94,11.64
12,Yes,4,,1.15,12.17
,No,,Residential,1.09,13.47
12,No,6,Residential,1.14,12.10
3,No,,Business,1.24,14.49
26,,4,Business,0.99,12.43
14,Yes,6,Residential,1.11,13.21
16,No,6,Rural,1.46,13.20
12,Yes,5,Rural,1.04,12.33
8,,3,Airport,1.21,10.51
7,Yes,8,Rural,0.93,13.78
10,No,5,Rural,1.13,11.10
16,No,8,Rural,1.37,15.65
8,Yes,2,Airport,1.26,11.31
14,Yes,9,Rural,,16.15
13,No,6,Business,1.00,13.27
18,Yes,6,Business,1.07,14.61
4,No,7,Residential,1.32,11.39
17,No,8,Business,0.84,14.25
16,Yes,3,Business,1.12,11.43
14,Yes,7,Business,1.21,13.77
11,,3,Residential,1.38,10.19
6,No,1,Business,1.62,9.02
15,No,1,Residential,1.10,9.26
8,No,,Residential,0.91,8.92
25,No,,Business,1.39,12.10
14,No,8,Business,1.31,14.17
,No,3,,1.35,12.39
23,Yes,10,Business,1.18,17.26
5,No,1,Residential,,7.94
15,No,5,Residential,,11.89
3,No,1,Rural,1.23,7.95
11,,7,Residential,1.19,13.52
11,,,Business,1.24,12.41
17,No,4,Residential,1.46,11.88
23,No,5,Rural,1.33,14.37
17,No,5,Rural,1.44,13.42
15,Yes,,Airport,1.33,15.69
19,No,6,Business,1.21,12.98
26,Yes,4,Business,1.47,14.02
23,No,1,Residential,0.92,10.08
13,No,5,Airport,1.58,13.59
22,No,4,Rural,1.32,13.24
5,Yes,8,Residential,0.96,12.49
,No,4,Airport,0.80,12.26
14,,7,Residential,1.20,12.74
22,Yes,8,Residential,1.16,15.74
24,Yes,7,Business,1.20,16.14
17,Yes,4,Residential,0.95,11.59
22,Yes,3,Business,1.16,12.57
15,No,7,Residential,1.23,13.73
,No,8,Airport,1.24,16.93
3,No,5,Business,1.30,10.09
14,No,1,Business,1.30,9.33
21,Yes,6,Business,1.26,14.41
13,Yes,6,Business,0.95,12.66
8,Yes,4,Business,1.07,11.48
25,No,5,Residential,,12.16
13,No,3,Residential,,10.21
5,No,,Business,1.03,12.34
7,No,3,Business,1.19,9.52
12,Yes,4,Business,1.27,11.54
22,No,1,Residential,1.49,10.17
27,No,1,Business,1.09,11.16
3,Yes,4,Business,1.24,9.81
,Yes,6,Residential,1.12,13.68
8,No,6,Rural,1.43,12.03
,No,5,Business,1.31,10.94
21,Yes,8,Business,0.95,15.23
16,Yes,3,Rural,1.25,12.12
21,No,5,Residential,1.57,13.74
14,No,7,Rural,1.20,13.63
12,No,7,Business,1.61,13.50
13,No,5,Business,,11.67
3,No,1,Residential,1.56,7.95
18,No,9,Rural,1.32,15.93
4,No,7,Airport,1.29,13.56
25,No,5,Residential,1.27,12.76
23,No,5,Business,1.02,12.81
12,Yes,6,Business,1.23,13.33
11,No,5,Rural,0.95,11.35
3,No,5,Business,,10.07
22,Yes,7,Rural,1.18,15.66
13,No,1,,1.02,8.53
17,No,4,Business,,11.06
13,No,7,Residential,1.19,12.85
16,Yes,7,Rural,1.15,15.66
14,No,4,Rural,1.32,12.65
19,No,1,Residential,1.23,9.76
12,Yes,5,Residential,1.35,13.16
3,No,8,Residential,1.07,12.79
24,No,10,Residential,1.17,17.15
7,No,4,Business,1.21,9.82
15,No,5,Airport,1.42,13.75
9,No,4,Business,0.93,10.17
25,No,6,Business,0.97,14.10
21,No,4,Residential,1.36,12.42
15,Yes,3,Business,1.12,11.56
10,No,3,,1.19,10.16
15,,5,Rural,1.15,13.35
10,Yes,2,Rural,1.18,9.63
9,Yes,6,Residential,1.13,11.62
20,,5,Business,1.25,14.54
11,No,4,Business,,10.88
18,No,5,Residential,1.44,12.66
15,No,7,Residential,0.93,12.82
17,No,5,Business,1.30,12.80
6,Yes,6,Business,,12.05
18,No,7,Residential,1.13,13.59
12,Yes,6,Residential,1.25,12.96
10,No,6,Residential,0.93,11.27
20,No,8,Airport,1.55,17.46
12,No,5,Business,1.27,12.28
,Yes,6,Airport,1.10,14.14
8,No,2,Business,1.37,8.35
12,No,4,Rural,1.43,11.77
30,Yes,4,Rural,1.17,14.90
18,No,5,Business,1.17,12.13
22,Yes,4,Business,0.98,12.49
,Yes,3,Business,1.31,12.29
15,No,8,Residential,1.43,14.15
22,No,10,Airport,1.13,18.56
16,No,12,Business,1.21,22.39
12,Yes,2,Airport,1.13,10.95
14,Yes,4,Residential,0.86,11.16
12,No,9,Residential,1.12,14.60
4,No,,Business,1.42,11.89
26,Yes,6,Business,1.43,15.70
14,No,5,Business,1.31,11.55
7,Yes,9,Business,1.26,14.35
13,No,12,Rural,1.19,16.94
11,No,1,Residential,1.41,8.59
10,No,7,Business,1.37,12.75
17,No,8,Airport,1.22,15.62
22,No,7,Business,1.08,14.30
16,No,2,Residential,,8.89
16,No,3,Business,1.29,10.56
,Yes,,Rural,,14.57
9,No,5,Residential,1.25,10.77
11,Yes,4,Residential,1.24,10.66
5,No,7,Residential,1.13,12.07
15,No,6,Residential,0.92,12.35
12,No,4,Residential,1.09,10.83
22,Yes,,Business,,11.09
,No,4,Residential,1.29,11.93
18,No,7,Business,1.23,14.41
17,No,7,Residential,1.29,13.75
17,Yes,3,Residential,1.19,11.70
20,No,4,,1.25,11.81
19,Yes,1,Residential,0.98,10.34
10,No,6,Business,1.35,11.83
19,No,5,Rural,0.88,11.87
4,Yes,3,Business,1.19,10.39
12,Yes,9,Residential,1.00,14.94
4,Yes,3,Rural,1.60,10.33
12,No,2,Business,,9.21
12,Yes,6,Business,,13.36
17,Yes,6,Business,0.97,13.63
20,No,5,Residential,1.57,13.27
10,No,7,Rural,0.80,12.14
19,No,8,Rural,1.28,15.66
16,No,1,Business,1.10,9.79
15,Yes,5,Business,1.15,12.77
15,No,6,Business,0.91,11.75
5,No,4,Residential,1.36,9.89
11,No,3,Business,,10.98
14,Yes,9,Business,1.31,16.63
22,Yes,7,Airport,1.11,16.13
15,Yes,4,Rural,1.16,12.88
10,No,8,Rural,0.80,12.93
16,No,4,Business,1.48,11.25
8,Yes,,Business,1.35,13.63
15,No,4,Business,1.37,11.49
15,No,1,Airport,,10.96
12,No,2,Airport,1.01,10.17
14,No,7,Rural,1.45,14.67
,No,7,Business,0.96,13.61
11,Yes,6,Business,0.80,12.17
13,Yes,6,Residential,0.94,12.62
18,No,6,Business,1.45,13.67
28,Yes,10,Residential,1.15,18.51
14,,1,Airport,1.10,10.05
8,Yes,3,Rural,1.35,11.29
,No,8,Business,1.18,13.39
24,No,2,Rural,1.60,11.98
11,Yes,3,Rural,,11.14
5,No,7,Business,1.10,11.51
18,No,4,Business,1.25,11.85
13,No,7,Rural,1.24,13.67
19,No,7,Residential,1.14,13.50
10,No,7,Rural,1.74,14.45
13,Yes,6,Rural,1.19,13.13
10,No,1,Residential,1.03,7.85
17,Yes,1,Airport,1.22,11.04
18,No,8,Business,0.84,14.37
18,No,5,Residential,1.04,11.64
18,No,9,Business,1.18,15.39
16,No,2,Business,1.21,9.34
3,No,5,Business,0.82,9.46
9,No,7,Airport,1.06,14.37
14,Yes,8,Business,1.15,15.29
12,No,6,Residential,1.32,12.36
13,No,8,Business,1.31,14.57
29,Yes,7,Business,1.12,16.12
35,Yes,7,Airport,1.34,18.79
,Yes,8,Business,1.36,14.82
24,Yes,8,Business,1.20,16.71
14,Yes,5,Rural,1.18,12.72
23,Yes,4,Business,1.14,13.41
23,,3,,0.88,11.50
18,Yes,,Residential,1.15,11.05
14,Yes,7,,,14.18
23,Yes,9,Residential,1.51,17.44
7,No,5,Residential,1.18,10.77
23,No,4,Residential,1.28,12.12
3,No,8,Residential,1.42,12.75
22,,5,Business,1.16,12.39
,No,3,Airport,1.02,12.69
12,No,6,Airport,1.10,13.70
21,No,4,Business,1.21,12.03
9,No,,Business,1.11,10.02
12,No,2,Rural,0.95,10.25
15,No,6,,1.31,13.06
9,No,1,Residential,1.33,8.31
3,Yes,4,Residential,1.14,10.26
14,,6,Business,1.32,12.73
3,No,6,Business,1.45,11.81
13,Yes,4,Residential,,11.84
21,No,6,Rural,1.18,13.47
16,No,2,Residential,1.30,9.07
28,No,10,Business,1.48,17.68
24,Yes,4,Rural,1.23,14.03
13,No,4,Business,1.25,11.37
16,No,8,Rural,1.48,15.43
19,Yes,8,Rural,1.29,15.78
19,No,5,Rural,1.73,13.84
16,Yes,2,Rural,1.44,11.55
10,Yes,,Business,1.23,14.27
22,No,4,Residential,1.13,11.63
6,No,4,,1.11,10.34
4,No,2,Residential,1.44,8.26
16,Yes,5,Business,1.41,13.88
12,Yes,6,Residential,1.22,12.04
3,,5,Business,1.15,9.74
20,,6,Business,1.10,13.31
6,Yes,5,Residential,1.46,11.44
5,Yes,7,Residential,1.30,13.38
19,No,4,Business,1.39,12.38
15,No,1,Residential,1.23,8.93
19,No,13,Business,0.99,24.07
14,No,2,,0.83,9.04
21,No,2,Business,0.89,10.65
16,No,,Airport,1.07,11.33
18,No,1,Airport,1.00,10.63
19,No,6,,1.15,12.54
15,Yes,4,Business,1.15,12.44
13,,5,Business,,11.89
,No,8,Business,0.82,12.85
13,No,4,Residential,1.30,11.46
,Yes,8,Residential,1.15,13.49
23,No,3,Residential,1.28,10.88
13,No,5,Business,1.04,11.31
9,No,6,Business,0.97,11.77
11,No,2,Rural,1.28,9.48
7,No,1,Rural,0.81,7.65
11,Yes,8,Residential,1.29,14.59
13,No,6,Business,1.14,13.24
13,No,5,Business,1.10,11.89
15,Yes,5,Airport,1.02,14.05
21,No,6,Business,0.89,13.14
17,Yes,1,Residential,1.27,10.31
16,No,,Rural,1.40,11.92
20,No,2,Residential,1.18,10.58
10,Yes,6,Rural,1.55,13.67
12,No,8,Business,1.48,14.76
11,No,5,Rural,1.35,12.13
3,No,7,Rural,0.98,16.48
16,Yes,2,Business,0.90,11.04
7,No,7,Rural,1.13,13.41
16,No,7,Rural,1.30,14.61
13,Yes,7,,1.45,15.26
11,No,8,Rural,1.30,14.48
13,No,5,Residential,,11.78
17,Yes,7,Rural,1.18,15.35
19,Yes,5,Residential,1.21,13.04
12,No,5,Business,1.28,11.79
21,No,5,Business,1.35,13.80
23,No,2,Rural,1.18,10.97
19,Yes,4,Rural,1.13,13.57
16,No,2,Rural,1.34,10.58
16,No,2,Business,1.23,10.41
14,No,5,Rural,1.43,13.03
24,No,6,Rural,1.57,15.90
16,No,4,,1.34,11.49
16,No,4,Business,1.14,12.26
40,No,8,Residential,1.52,17.88
19,Yes,7,Airport,1.25,15.59
17,No,4,Business,,11.72
11,Yes,8,Residential,1.03,14.48
29,No,9,Residential,1.32,16.06
14,Yes,4,Rural,1.13,12.03
18,No,,Business,0.90,16.21
23,No,2,Rural,1.27,10.69
17,No,6,Business,1.28,12.94
8,No,8,Residential,1.19,12.61
7,No,4,Residential,1.42,9.89
9,,7,Business,1.16,12.33
17,No,4,Rural,1.26,12.31
14,No,1,Business,0.88,8.43
7,No,4,Airport,1.01,11.17
15,Yes,5,Business,1.02,13.33
14,No,32,Business,1.22,32.20
,No,1,Rural,0.84,7.72
23,No,,Business,1.33,10.81
14,No,10,Rural,1.36,15.98
3,No,1,Residential,0.98,7.16
13,No,9,Business,1.19,15.56
19,No,4,Business,1.31,13.03
14,No,,Business,0.93,8.00
13,No,4,Rural,1.07,10.72
14,,7,Residential,0.90,12.87
19,No,5,Business,1.39,13.44
12,Yes,4,Residential,1.47,11.54
14,No,4,Business,1.40,11.49
3,Yes,9,Business,1.37,14.82
20,Yes,8,Business,1.17,16.08
6,Yes,1,Business,1.20,9.63
,No,5,Business,0.99,11.27
16,No,5,Residential,0.97,11.43
,,6,Airport,1.36,13.21
18,Yes,2,Business,1.57,12.05
14,No,5,Rural,1.45,13.50
8,Yes,4,Residential,1.25,12.00
10,No,5,Business,0.98,11.15
20,Yes,8,Business,1.13,15.68
,Yes,2,Business,1.00,12.24
7,No,7,Residential,1.31,12.95
21,No,8,Residential,1.17,14.54
18,Yes,1,Business,1.40,10.51
16,Yes,8,Business,1.03,16.06
15,No,2,Residential,1.13,9.83
19,Yes,1,Business,1.48,11.47
10,No,,Rural,1.44,11.94
12,Yes,7,Rural,,14.20
18,No,6,Residential,1.56,13.73
,No,8,Rural,1.24,15.04
15,,1,Airport,1.33,10.51
10,No,10,Business,1.13,15.38
16,No,2,Rural,,10.32
13,No,6,Residential,1.10,12.03
21,No,6,Business,1.18,13.76
13,No,8,Business,1.07,13.94
25,,5,Airport,1.02,15.07
9,No,2,Residential,0.90,8.01
16,Yes,5,Business,1.08,12.68
11,No,2,Rural,0.80,8.17
15,No,4,Residential,0.97,10.94
18,No,6,Rural,1.12,13.72
20,No,6,Business,,12.99
20,No,9,Airport,1.22,17.36
15,Yes,4,Business,0.82,11.53
8,Yes,8,Business,0.88,14.31
11,Yes,4,Airport,1.29,12.96
20,Yes,,Residential,1.25,16.85
16,Yes,6,Airport,1.26,15.51
16,No,5,,1.28,13.01
15,No,4,Business,1.10,11.43
16,No,1,Business,1.51,9.47
18,No,6,Rural,1.27,13.61
13,Yes,6,Rural,0.94,14.09
16,No,4,Residential,1.07,10.47
15,No,3,,1.41,11.27
26,No,5,,0.89,13.05
18,Yes,5,Business,1.02,13.21
10,Yes,9,Business,1.07,15.43
17,No,1,Airport,0.99,10.25
17,Yes,3,Rural,1.03,11.88
11,Yes,1,Residential,1.26,8.24
6,Yes,6,,1.08,12.86
24,No,4,Business,1.26,13.21
16,No,6,,1.27,14.35
11,No,4,Residential,1.11,10.67
13,Yes,9,Business,1.33,16.08
,Yes,2,Rural,1.11,11.68
20,,6,Business,1.22,14.04
14,No,6,Business,1.52,13.27
17,No,5,Residential,0.80,11.24
17,Yes,6,Business,1.19,13.83
12,No,6,,1.14,12.37
13,No,13,Airport,1.48,24.34
19,Yes,5,Residential,1.19,13.09
18,No,3,,1.27,10.98
17,,7,Airport,0.95,14.60
24,No,1,Residential,0.80,10.21
16,No,4,Business,1.36,12.11
15,No,10,Rural,1.42,16.99
11,No,8,Residential,1.28,13.27
15,Yes,,Business,1.38,13.64
8,No,10,Business,0.90,14.05
12,No,4,Business,1.19,10.70
3,Yes,5,Business,1.03,10.75
22,Yes,5,Residential,,14.77
10,No,6,Business,1.18,11.35
20,Yes,3,Business,1.54,13.37
20,No,3,Rural,1.58,12.05
20,No,10,Residential,0.88,15.79
11,No,5,Business,1.17,12.64
20,Yes,9,Rural,1.28,16.40
21,No,4,,1.25,11.63
,Yes,5,Business,0.83,12.14
,No,1,Business,1.14,8.40
11,No,6,Rural,1.38,12.68
7,Yes,,Business,0.98,10.83
16,No,3,Airport,1.23,12.23
5,Yes,5,Airport,1.28,13.31
25,No,5,Rural,1.18,14.08
12,No,,Rural,1.07,11.60
13,No,7,Residential,1.05,12.29
13,No,3,Business,1.04,9.32
16,No,5,Rural,0.93,12.08
23,No,12,Airport,1.27,27.91
21,No,,Business,0.87,13.05
8,Yes,3,Business,,10.48
26,No,8,Business,1.25,16.15
22,No,2,Business,1.40,11.17
23,No,8,Residential,1.28,15.84
17,Yes,5,Rural,1.24,13.65
16,No,8,Residential,1.06,14.01
20,Yes,7,Residential,0.80,13.13
3,No,3,Residential,1.41,9.64
15,Yes,5,Residential,0.88,12.02
12,No,7,Business,1.50,13.45
3,Yes,7,Business,1.03,11.99
18,No,5,Airport,1.80,14.50
28,No,5,Business,1.33,14.21
14,Yes,1,Residential,1.11,9.35
20,No,6,Residential,1.20,13.31
17,Yes,6,Business,1.27,14.28
21,Yes,2,Business,0.91,11.19
20,No,7,Airport,1.49,16.13
20,No,3,Business,1.22,11.36
18,Yes,7,Rural,1.07,14.58
4,Yes,3,Airport,1.15,11.14
,Yes,4,Business,1.21,12.99
24,No,5,Business,1.57,14.28
19,No,5,Residential,1.42,12.61
18,No,3,Business,1.83,11.84
21,No,7,Business,1.13,14.69
26,Yes,6,Business,1.01,15.44
13,Yes,9,Rural,1.47,16.32
,No,1,Airport,1.38,10.95
21,No,3,Residential,1.16,11.16
13,No,11,Business,0.94,15.91
22,No,8,Rural,0.87,15.57
15,No,4,Airport,1.16,11.62
8,Yes,4,Rural,1.06,11.43
14,No,6,Business,1.29,12.87
21,Yes,3,Business,1.18,11.73
10,No,6,,0.90,12.15
13,Yes,6,Rural,1.14,13.24
15,No,8,Residential,1.09,13.19
7,No,7,Business,1.04,12.15
8,No,1,Business,1.29,8.52
15,,4,Rural,1.13,12.06
17,No,4,Business,1.08,12.12
12,No,5,,1.19,11.75
14,No,,,1.24,10.94
13,No,1,Residential,1.38,9.69
23,No,3,Airport,1.28,14.18
19,No,3,Business,1.55,11.60
9,,6,Business,1.35,12.12
15,No,8,Rural,1.38,14.73
19,No,5,Rural,1.30,13.24
19,No,6,Rural,1.33,14.40
18,No,6,Business,1.38,13.85
21,Yes,8,Residential,1.33,15.55
