area_sqft,has_elevator,bedrooms,Location,building_age,monthly_rent
1886,No,3,Downtown,21,2933
860,No,3,Downtown,10,2059
,Yes,2,Suburb,24,2495
,No,2,Suburb,30,1043
1195,Yes,3,Uptown,0,2087
943,Yes,3,Downtown,8,2383
1144,Yes,4,Suburb,6,2313
1779,Yes,4,Downtown,0,3329
438,Yes,,Downtown,24,1826
1307,No,2,Uptown,8,2236
488,No,1,Suburb,21,1081
823,No,3,Suburb,7,2009
1404,No,3,Downtown,9,2407
1212,No,1,Suburb,16,1682
,Yes,2,Uptown,17,2121
601,No,2,Suburb,15,1448
1738,No,2,Old Town,18,2119
847,No,2,Old Town,25,1295
1632,Yes,,,23,2744
1142,Yes,3,Uptown,16,2274
1614,No,3,Downtown,16,2796
2013,Yes,1,Uptown,19,2623
1130,Yes,3,Suburb,18,1920
2069,No,2,Suburb,12,2719
1501,No,1,Suburb,29,1654
,Yes,3,Uptown,19,2216
671,No,2,Downtown,19,1616
969,Yes,2,Uptown,7,1981
1370,,2,Downtown,8,2332
1070,No,1,Suburb,7,1612
1379,Yes,3,Uptown,18,2467
1354,No,3,Downtown,19,2515
704,Yes,3,Suburb,13,1693
975,No,2,Uptown,9,1737
1808,No,3,Suburb,18,2529
974,,3,Downtown,28,2120
629,No,2,Old Town,14,1256
820,Yes,3,Downtown,19,2128
1553,No,2,Downtown,17,2406
968,Yes,,Uptown,12,1642
590,,2,Old Town,15,1304
1040,No,2,Old Town,30,1411
1456,No,3,Suburb,,2068
859,Yes,2,Suburb,22,1715
1419,No,2,Uptown,17,2136
1348,Yes,3,Old Town,23,1777
1287,No,3,Old Town,7,2189
792,No,3,Downtown,21,1719
678,Yes,3,Uptown,23,1632
1711,Yes,3,Downtown,12,2810
1502,No,,Downtown,8,2931
1351,Yes,3,Downtown,38,2163
1363,No,2,Old Town,26,1735
1526,No,2,Downtown,25,2490
943,No,4,Downtown,29,2406
1638,Yes,2,Uptown,31,2363
1065,No,2,Downtown,13,2097
1105,No,3,Uptown,25,2096
1919,No,3,Downtown,11,3269
1493,No,1,Downtown,13,2039
896,Yes,3,Downtown,18,2083
1433,Yes,1,Suburb,7,2300
1042,Yes,5,Suburb,35,2421
1202,Yes,2,Uptown,16,2215
1330,No,2,Downtown,16,2032
448,Yes,5,Suburb,24,1637
998,Yes,2,Old Town,15,1791
1050,Yes,,Downtown,15,2085
1270,No,4,Old Town,13,1837
576,No,5,Old Town,24,1614
502,Yes,3,Uptown,10,1693
1269,No,,Uptown,12,2019
1728,Yes,1,Downtown,15,2463
1328,Yes,4,Suburb,17,2445
2352,No,2,Downtown,18,3168
1127,No,2,Suburb,12,1675
1158,No,4,,13,2564
862,Yes,1,Downtown,25,1829
1829,Yes,3,Downtown,22,3021
876,No,1,Old Town,25,881
1245,Yes,3,Suburb,16,2180
250,No,2,Downtown,23,1274
1802,Yes,3,Downtown,11,3175
1555,No,1,Downtown,17,2216
1107,No,2,Uptown,26,1932
1124,No,2,Uptown,19,1817
,No,,Suburb,26,1771
2124,Yes,3,Suburb,16,3100
994,,3,Uptown,17,2415
1359,Yes,1,Suburb,28,1473
629,Yes,4,Suburb,0,1878
1643,Yes,4,Suburb,27,2722
1748,No,5,Downtown,20,3088
1629,No,4,Suburb,19,1668
1058,Yes,4,Suburb,2,2474
1786,Yes,3,Uptown,11,2915
1301,Yes,2,Downtown,25,2334
540,Yes,4,Uptown,21,1992
1696,Yes,2,Downtown,13,2909
1033,No,3,Suburb,22,1852
712,No,,Uptown,13,1180
1514,No,1,Old Town,13,1606
2238,Yes,3,Downtown,42,3134
1252,Yes,4,Uptown,13,2681
1118,Yes,4,,0,2531
471,Yes,3,Downtown,12,1751
603,Yes,1,Suburb,3,1340
250,Yes,3,Uptown,10,1448
803,Yes,,Downtown,14,2271
844,Yes,3,Old Town,7,1707
823,Yes,1,Old Town,33,1015
1080,Yes,4,Downtown,15,2660
1171,No,3,Suburb,22,1952
705,Yes,1,Downtown,9,1511
1144,No,4,Downtown,14,2489
1479,No,2,Uptown,17,2335
1653,Yes,3,Downtown,11,2896
1405,Yes,2,,23,2279
,No,2,Downtown,12,2802
528,Yes,3,Downtown,13,2015
250,No,1,Uptown,,827
1441,Yes,4,Suburb,30,2593
1900,Yes,2,Suburb,32,2578
520,Yes,3,Old Town,32,1225
1086,Yes,2,Downtown,14,2392
993,No,3,Uptown,21,2139
,Yes,2,,14,2805
1425,No,2,Old Town,24,1894
1121,No,5,Downtown,34,2542
1703,Yes,3,Suburb,24,2924
1279,No,2,,32,1681
845,No,2,Suburb,11,1529
1712,No,,Old Town,15,1790
505,Yes,3,Uptown,26,1541
1080,Yes,2,Downtown,22,2082
1049,Yes,3,Uptown,3,2531
2290,No,3,Downtown,33,3149
479,Yes,3,Old Town,16,1106
722,No,2,Old Town,10,1344
1581,Yes,2,Old Town,11,2172
836,Yes,2,Old Town,19,1197
1345,Yes,3,Suburb,,2426
1067,Yes,2,Downtown,27,1944
869,No,2,Downtown,25,1911
,No,2,Downtown,15,1892
1466,No,4,Old Town,13,2273
801,No,1,Downtown,38,1279
653,Yes,3,Downtown,19,2240
1065,Yes,5,Downtown,30,2751
938,Yes,1,Downtown,24,1453
1453,Yes,3,Old Town,26,1987
1251,Yes,2,Uptown,9,2153
1364,No,3,Uptown,15,2358
1177,No,1,Suburb,24,1357
930,No,3,Downtown,6,2274
1871,No,2,Downtown,14,2777
,Yes,1,Suburb,,1818
470,No,2,Suburb,11,1296
,Yes,2,Downtown,6,2422
570,No,1,Uptown,27,964
1377,Yes,1,Suburb,,1852
1799,No,4,Suburb,38,2472
1272,Yes,2,Suburb,23,2056
2168,Yes,3,Uptown,21,3061
575,No,2,Downtown,17,1394
1584,Yes,3,Downtown,14,2823
1064,No,3,Uptown,32,1719
716,Yes,4,Downtown,,2181
1892,No,3,,19,2750
1096,Yes,2,Downtown,24,2055
1204,No,2,Uptown,22,1924
1184,Yes,,Downtown,16,2565
2354,,3,Downtown,16,3408
1515,Yes,3,Suburb,12,2664
1729,No,1,Suburb,21,1991
815,Yes,4,Old Town,19,1880
776,No,1,Downtown,0,1641
879,Yes,2,Old Town,11,1562
1010,No,2,Downtown,32,1774
727,Yes,2,Suburb,,1657
1062,No,,Suburb,27,1802
1770,No,2,Suburb,11,2323
1229,No,3,Old Town,29,1693
322,No,2,Uptown,18,1135
1847,Yes,4,Old Town,20,2482
485,No,2,Downtown,29,1207
1744,Yes,4,Suburb,11,2835
1158,No,3,Suburb,27,1907
2385,No,2,Suburb,16,2794
1959,Yes,4,Downtown,,3103
1496,No,4,Downtown,7,3089
1182,Yes,2,Uptown,25,1895
1867,No,3,Suburb,16,2513
1264,No,3,Downtown,15,2500
1456,No,3,Downtown,23,2327
1287,Yes,2,,6,1870
894,Yes,2,Uptown,16,1828
1357,Yes,4,,29,2610
844,Yes,4,Uptown,19,2315
1541,Yes,2,Suburb,17,2060
1199,Yes,2,Downtown,32,1898
955,Yes,2,Suburb,15,1719
1787,Yes,7,,24,3995
,No,2,Uptown,21,2628
708,No,3,Old Town,31,1219
1343,No,4,Suburb,25,2180
670,No,1,Uptown,,1197
1399,No,3,Downtown,,2459
1050,Yes,1,Downtown,18,1761
1239,Yes,4,Downtown,34,2599
1011,Yes,1,Downtown,34,1499
262,No,1,Uptown,14,813
1358,Yes,4,Uptown,20,2462
1324,Yes,2,Downtown,5,2476
718,No,1,Downtown,25,1466
1228,No,1,,9,1527
1328,No,3,Suburb,17,2017
1374,Yes,3,Downtown,26,2603
1229,No,3,Downtown,15,2395
,Yes,2,Uptown,19,1948
1557,Yes,5,,29,2740
1350,Yes,3,Suburb,29,2149
325,No,2,Downtown,14,1351
997,Yes,1,Downtown,8,1792
1494,Yes,1,Downtown,16,2217
1968,Yes,5,Downtown,12,3592
1293,No,1,Downtown,5,2022
623,No,1,Suburb,27,945
445,Yes,2,Suburb,6,1412
1236,No,4,Downtown,19,2529
1124,Yes,1,Old Town,19,1515
1363,Yes,2,Downtown,8,2680
699,Yes,3,Uptown,18,2025
1302,,3,Suburb,26,1941
1159,Yes,4,Uptown,20,2439
777,Yes,3,Downtown,11,1857
1914,No,5,Downtown,27,3322
1587,Yes,3,Suburb,16,2421
1141,No,3,Downtown,24,2211
593,No,1,Uptown,22,971
1420,No,3,Downtown,20,2409
892,No,2,Uptown,15,1409
1499,Yes,2,Downtown,14,2527
1383,No,3,Uptown,15,2564
737,Yes,3,Suburb,13,1641
1186,Yes,3,Suburb,36,1758
1639,Yes,1,Downtown,19,2437
491,Yes,1,,12,1060
1352,No,1,Uptown,23,1994
1952,,3,Downtown,30,2783
710,Yes,2,Downtown,12,1692
416,No,3,Downtown,24,1561
2415,No,1,Uptown,19,3005
250,Yes,2,Downtown,0,1462
1165,Yes,4,Uptown,7,2418
1736,Yes,2,Uptown,12,2657
1805,No,4,Downtown,13,3207
1335,Yes,3,Downtown,10,2784
1875,Yes,2,Uptown,16,2733
1096,No,4,Downtown,26,2056
988,,3,Uptown,11,1953
1261,No,1,Uptown,28,1692
1383,Yes,3,Suburb,28,2067
1404,Yes,3,Old Town,16,1697
769,No,2,Downtown,17,1570
1240,No,2,Suburb,26,1583
724,Yes,1,Downtown,10,1583
1127,Yes,3,Suburb,4,2071
1467,Yes,2,Downtown,2,2609
1442,No,2,Suburb,19,2081
2080,Yes,3,Uptown,9,3130
968,Yes,5,Old Town,0,2433
1675,No,2,Downtown,32,2486
2109,Yes,3,Uptown,38,3127
2239,No,4,Downtown,13,3631
1673,Yes,3,Downtown,42,2722
572,Yes,3,Uptown,19,1523
755,No,3,Suburb,27,1812
810,Yes,3,Uptown,23,2001
1261,No,2,Uptown,17,2126
2063,Yes,3,Downtown,9,3507
1137,No,3,Old Town,19,1619
859,Yes,2,Suburb,5,1666
1754,Yes,2,Downtown,2,2889
984,No,3,Suburb,,1982
1659,No,2,Uptown,22,2400
1037,Yes,4,Old Town,18,1914
1611,,2,Suburb,10,2535
1322,Yes,3,Uptown,23,2422
1068,Yes,5,Uptown,24,2477
558,No,2,Old Town,9,1526
1223,No,1,Suburb,12,1479
626,Yes,3,Downtown,19,1848
1367,No,1,Uptown,17,2083
1624,Yes,4,Old Town,7,2768
1457,No,2,Old Town,20,1705
1180,Yes,2,Downtown,16,2347
,No,2,,18,1762
1526,No,2,Uptown,2,2243
927,Yes,2,Downtown,25,2113
1285,No,2,Downtown,20,2118
577,Yes,2,Old Town,28,1211
871,No,3,,24,1280
1313,Yes,,Uptown,28,1852
597,No,6,Old Town,18,1530
1290,Yes,3,Uptown,6,2477
1492,No,3,Uptown,26,2366
884,Yes,2,Uptown,15,1671
1353,No,2,Downtown,22,2209
591,Yes,2,Old Town,11,1149
1403,No,4,Downtown,21,2806
993,No,3,Uptown,6,2205
765,,2,Uptown,27,1417
1037,No,1,Downtown,19,1606
664,No,3,Uptown,24,1814
1545,Yes,3,Uptown,9,2528
1257,No,4,Suburb,17,2165
1667,Yes,2,Uptown,23,2500
386,No,3,Suburb,22,1149
1602,Yes,3,Old Town,21,2151
,No,2,Suburb,12,961
1175,No,,Downtown,17,2465
2277,No,1,Downtown,15,2800
482,No,3,Suburb,4,1501
1199,Yes,2,Uptown,12,2204
724,No,2,,15,1678
934,No,3,Old Town,13,1757
749,Yes,4,Uptown,17,2268
250,Yes,3,,21,1488
1431,Yes,,Downtown,18,2379
1208,Yes,2,Downtown,14,2276
775,No,1,Suburb,26,1060
1762,Yes,2,Downtown,8,2829
1441,,3,Downtown,11,2844
1201,Yes,,Suburb,9,2166
1440,No,2,,22,2032
1443,Yes,2,Old Town,22,1931
1181,No,4,Suburb,22,2059
1400,No,3,Downtown,34,2314
1307,No,3,Uptown,12,2258
1030,Yes,1,Suburb,,1587
879,Yes,2,Downtown,23,1683
891,Yes,4,Suburb,15,2093
789,Yes,3,Suburb,,1707
1127,No,1,Downtown,26,1418
2859,No,6,Old Town,25,3371
1606,Yes,3,Old Town,32,2395
1294,No,2,Suburb,33,1889
3387,Yes,6,Uptown,23,4273
681,No,5,Suburb,12,2254
1675,No,1,Suburb,47,1703
1641,No,1,Old Town,8,1864
565,Yes,2,Suburb,17,1235
672,No,,Uptown,26,1145
,Yes,3,Downtown,21,2269
1415,No,3,Downtown,20,2506
250,No,2,Uptown,22,1131
1316,Yes,2,Suburb,25,2058
1451,Yes,,Downtown,8,2332
,No,3,Suburb,25,2578
1865,Yes,2,Uptown,20,2441
1010,Yes,3,Uptown,25,1874
920,Yes,4,Uptown,18,2274
1708,Yes,3,Suburb,,2712
1768,Yes,2,Uptown,24,2340
1441,Yes,3,Downtown,6,2720
651,Yes,1,Suburb,23,1067
1183,No,1,Uptown,41,1468
946,,2,Suburb,13,1780
646,Yes,3,Uptown,10,1757
1327,Yes,3,Uptown,20,2337
795,Yes,1,Uptown,15,1356
2225,Yes,5,Suburb,21,3456
729,Yes,2,Downtown,12,1839
250,No,3,,8,1236
1286,No,2,Old Town,0,1583
1887,No,3,Old Town,,2623
1272,Yes,2,Uptown,19,2129
961,Yes,1,Downtown,26,1666
718,Yes,5,Old Town,23,1909
549,No,3,Uptown,24,1554
932,Yes,2,Suburb,24,1558
737,,3,Uptown,12,1739
1281,No,4,Downtown,0,2801
1131,No,4,Suburb,16,2003
1232,Yes,3,Downtown,3,2497
797,Yes,1,Uptown,20,1666
1114,,2,Uptown,17,1867
1632,Yes,3,Uptown,36,2408
395,No,3,Suburb,29,1054
817,Yes,4,Downtown,22,2382
1057,No,2,Downtown,13,2101
995,Yes,3,Suburb,5,1850
1876,No,3,Suburb,36,2591
458,Yes,3,Downtown,17,1730
250,No,4,Downtown,21,1455
1723,Yes,5,Suburb,11,3145
531,Yes,3,Suburb,33,1457
841,Yes,1,Uptown,10,1459
1340,Yes,3,Downtown,14,2805
1765,Yes,4,,21,2892
877,Yes,2,Uptown,27,1619
915,No,3,Old Town,15,1592
644,No,2,Downtown,19,1402
1211,Yes,,Old Town,12,2071
1876,,,Suburb,17,2904
911,No,2,Downtown,23,1852
791,Yes,3,Uptown,31,1878
1137,Yes,2,Downtown,19,2010
,Yes,1,Uptown,7,2257
1566,No,3,Uptown,33,2463
1116,Yes,1,Old Town,24,1412
1909,Yes,,Suburb,22,2258
1474,Yes,2,Suburb,34,2211
1204,Yes,2,Downtown,32,2039
1186,Yes,1,Uptown,9,1945
250,Yes,2,Uptown,16,1190
926,Yes,,Uptown,5,1999
730,Yes,3,Downtown,18,2364
1079,,4,Downtown,20,2579
802,,3,Suburb,2,1987
559,No,2,Downtown,17,1546
1588,Yes,3,Suburb,14,2457
424,No,3,Uptown,28,1464
2283,Yes,2,Old Town,33,2649
705,No,2,Uptown,28,1519
1161,Yes,1,Downtown,16,2157
563,No,1,Downtown,25,1347
757,No,3,Suburb,14,1593
1560,Yes,3,,10,2640
859,Yes,3,Uptown,11,1967
895,No,3,Suburb,28,1917
1637,Yes,2,Old Town,34,1943
2061,No,2,Uptown,17,2506
1013,Yes,3,Downtown,24,2193
330,No,3,Downtown,13,1662
1039,,2,Old Town,26,1568
1078,No,1,Suburb,4,1563
1181,,,Suburb,29,2095
1476,Yes,2,Downtown,29,2368
1566,Yes,4,Suburb,12,2710
829,Yes,3,Suburb,31,1922
1245,Yes,2,Old Town,0,1980
1268,Yes,2,Suburb,15,2026
1996,Yes,3,Old Town,26,2496
1601,No,1,Suburb,17,1719
906,No,4,Downtown,3,2431
640,No,3,Old Town,20,1215
986,No,3,Suburb,,2122
1223,Yes,1,Uptown,30,1645
1077,Yes,4,Downtown,2,2751
788,Yes,,Downtown,18,1725
806,Yes,2,Old Town,4,1619
,Yes,2,Downtown,19,2614
349,No,2,Suburb,8,1113
1755,No,2,Old Town,17,2179
1214,,4,Uptown,13,2342
825,No,3,Uptown,13,1948
1212,No,3,Downtown,19,2254
1629,No,1,Downtown,25,2256
1316,No,2,Downtown,19,2107
934,No,3,,17,2107
991,No,3,Downtown,29,2186
1095,Yes,3,Downtown,10,2561
1404,No,1,Old Town,23,1653
476,No,3,Old Town,15,1128
956,Yes,4,Downtown,38,2327
2330,,6,Downtown,11,3794
1187,No,3,Old Town,9,2083
1020,Yes,2,Downtown,17,1972
1244,Yes,3,Suburb,16,2338
294,No,2,,20,1249
393,,1,Downtown,18,1208
1838,No,5,Uptown,17,3287
1176,Yes,3,Downtown,,2223
1120,Yes,4,Old Town,30,2079
399,Yes,3,Suburb,18,1434
261,Yes,1,Downtown,17,1289
1366,Yes,2,Uptown,19,2311
1782,Yes,3,Uptown,22,2793
770,,6,Uptown,3,2717
1321,Yes,3,Uptown,30,2235
1686,Yes,1,Uptown,26,2153
1052,No,2,Uptown,15,1849
1756,No,4,Downtown,11,3177
1031,Yes,2,Downtown,7,2048
1313,No,2,Uptown,23,2167
1988,Yes,3,Downtown,35,2976
1521,Yes,5,Old Town,0,2883
1134,Yes,3,Old Town,17,1672
916,Yes,4,Downtown,2,2335
1687,Yes,3,Downtown,14,3059
1465,Yes,2,Suburb,14,2244
,Yes,2,Uptown,30,2490
1264,No,3,Uptown,20,2450
1580,No,1,Downtown,25,1863
,Yes,2,,13,1700
872,Yes,1,Uptown,20,1514
788,No,3,Suburb,20,1442
1474,No,2,Uptown,36,2058
897,No,2,Old Town,17,1105
842,,3,Suburb,20,1774
1261,Yes,1,Uptown,28,1882
743,Yes,1,Uptown,12,1382
1419,No,3,Old Town,4,2386
944,No,2,Suburb,14,1697
1828,,1,Old Town,24,1786
,,3,Downtown,15,2976
1949,,2,Old Town,19,2479
700,Yes,4,Downtown,13,2607
1078,No,3,,17,2218
1675,No,1,Downtown,7,2486
1963,Yes,2,Suburb,24,2761
507,No,3,Uptown,24,1510
1498,,3,Downtown,32,2636
1287,No,3,Suburb,8,2308
1339,Yes,2,Old Town,36,1728
729,Yes,,,14,1778
1018,Yes,5,Uptown,0,2806
,,4,Downtown,28,2836
1634,No,3,Uptown,28,2730
1311,Yes,2,Uptown,14,2095
1766,Yes,3,Suburb,8,2981
1614,Yes,1,Suburb,0,2302
,Yes,3,Uptown,5,3094
1474,Yes,2,Uptown,,2381
2492,No,2,Uptown,,2882
1067,Yes,3,Old Town,21,1953
2121,,1,Downtown,19,2639
757,Yes,1,Old Town,14,1172
1157,Yes,2,Suburb,18,1756
1525,Yes,1,Uptown,24,1848
,No,3,Uptown,23,1115
955,No,2,Suburb,21,1440
2208,Yes,3,Suburb,27,3092
1874,No,3,Old Town,7,2462
532,Yes,2,Suburb,8,1448
482,No,2,Downtown,25,1494
522,No,4,Uptown,,1800
,Yes,3,Uptown,15,2065
1193,Yes,,Uptown,11,2606
1591,Yes,2,Suburb,13,2513
1686,No,2,Downtown,12,2741
2034,No,2,,32,2789
1824,No,4,Uptown,19,3122
250,No,4,,,1553
988,Yes,3,Suburb,4,2102
580,No,1,Uptown,10,912
2273,No,3,Suburb,11,2915
1036,No,3,Downtown,22,2288
875,Yes,3,Uptown,11,2224
1555,Yes,1,Old Town,22,2009
1094,Yes,3,Downtown,3,2460
1709,No,6,,8,3578
935,Yes,1,Downtown,4,1847
1642,No,3,Downtown,17,2824
250,Yes,3,Suburb,8,1535
2356,Yes,1,,16,2805
1544,Yes,3,Old Town,4,2253
1365,No,2,Old Town,3,2037
986,Yes,3,Suburb,11,2202
1193,No,2,Old Town,32,1495
1184,No,3,Downtown,4,2303
1119,No,3,Suburb,15,1835
1338,Yes,2,Suburb,21,2101
1150,No,2,Suburb,19,1766
1180,No,2,Uptown,10,2251
1024,No,2,Suburb,8,1696
1144,No,,Suburb,18,1662
1316,No,1,Suburb,27,1501
1273,No,2,Uptown,14,2020
1171,No,1,Downtown,21,1810
1087,Yes,4,Suburb,17,2160
1464,Yes,3,Uptown,32,2354
918,Yes,3,Downtown,8,2258
425,No,2,Downtown,27,1555
1165,Yes,,Downtown,8,1935
1612,Yes,2,Suburb,15,2242
1433,No,2,Uptown,27,1931
1571,No,1,Uptown,26,1848
1024,,2,Old Town,6,1694
1405,No,2,Uptown,18,2031
2141,No,3,Downtown,27,2850
,No,2,Downtown,23,1372
1427,Yes,1,Suburb,7,2032
1042,No,2,Suburb,15,1816
1791,Yes,1,Uptown,22,2258
1203,,4,Downtown,16,2383
1079,No,3,Old Town,7,1650
575,Yes,2,,19,1529
783,Yes,2,Uptown,36,1715
1039,Yes,4,Suburb,18,2200
1624,Yes,2,Downtown,2,2570
1898,No,3,Old Town,6,2683
1144,No,2,Suburb,26,1652
1052,Yes,4,Uptown,22,2289
1366,No,3,Downtown,21,2305
1300,No,4,Downtown,22,2867
1127,Yes,1,Downtown,33,1745
1190,No,1,Downtown,23,2067
1335,Yes,3,Suburb,15,2122
1735,Yes,3,Downtown,16,2960
888,No,4,Old Town,22,1495
622,No,2,Uptown,0,1830
1287,Yes,2,Old Town,36,1788
793,Yes,2,Downtown,15,1559
1843,Yes,4,Old Town,8,2748
1367,Yes,3,Downtown,18,2823
1145,No,4,Uptown,13,2206
1185,No,4,Downtown,36,2423
1387,Yes,1,Old Town,18,1580
1482,Yes,1,Downtown,21,2495
2323,Yes,1,Old Town,25,2559
728,,1,Old Town,13,883
1642,No,3,Uptown,17,2834
2218,No,1,Suburb,,2508
1378,No,2,,23,2045
1238,Yes,2,Downtown,8,2442
1042,Yes,2,Suburb,11,1903
1170,Yes,4,Uptown,0,2598
1190,No,3,Old Town,12,1863
1737,Yes,1,Downtown,20,2410
1776,No,2,Old Town,27,1926
977,Yes,2,Suburb,24,1510
1792,Yes,4,Suburb,11,2775
1291,Yes,,Suburb,14,2396
1315,No,2,Downtown,26,2353
1632,No,2,Old Town,15,1941
1114,No,3,Suburb,,1927
,No,3,Downtown,30,2321
1367,Yes,2,Uptown,25,2199
1872,Yes,1,Downtown,9,2807
363,No,2,Suburb,13,994
1294,No,2,,33,1844
763,No,2,Uptown,21,1629
1767,No,1,Suburb,29,1897
697,No,3,Suburb,8,1855
1713,Yes,2,Suburb,22,2358
965,Yes,2,,24,1667
2119,Yes,1,,29,2326
777,Yes,2,Downtown,29,1655
1292,Yes,3,Downtown,14,2683
1423,Yes,4,Suburb,21,2620
1128,No,4,Downtown,16,2346
600,Yes,2,Downtown,24,1436
1371,No,5,Old Town,5,2372
409,Yes,5,Downtown,0,2457
1349,Yes,1,Suburb,21,1823
1287,No,1,Uptown,18,2014
961,No,2,Uptown,20,1965
250,No,4,Downtown,15,1735
250,No,4,Old Town,28,853
794,,3,Suburb,,1772
1089,No,3,Downtown,14,2323
1409,,,Suburb,17,2179
1266,,3,Downtown,2,2456
590,Yes,3,Downtown,39,1590
1873,Yes,2,,16,2477
1729,No,5,Uptown,23,2822
1139,Yes,4,Old Town,20,2065
,No,3,Downtown,18,2847
819,Yes,2,Suburb,,1813
1060,Yes,2,Uptown,0,1892
288,Yes,1,Suburb,24,578
866,No,2,Uptown,13,1550
1042,Yes,3,Downtown,24,2144
1548,No,1,Downtown,24,2113
1574,Yes,2,Uptown,,2338
676,Yes,2,Uptown,29,1669
786,No,3,Downtown,35,1918
1036,Yes,3,Suburb,11,2063
1798,No,2,Suburb,13,2371
1622,No,,Uptown,2,2318
1346,Yes,,Downtown,17,2269
1395,Yes,1,Suburb,21,1827
1251,No,2,Downtown,10,2188
1379,No,3,Downtown,16,2587
814,Yes,1,Downtown,36,1516
935,No,3,Uptown,21,1974
,No,2,Downtown,17,1715
1724,Yes,1,Downtown,21,2359
1974,Yes,2,Downtown,21,2685
1196,Yes,2,Old Town,0,2062
1919,,3,Downtown,16,2943
1533,Yes,,Old Town,14,2168
1154,No,3,Suburb,29,1961
317,Yes,3,Suburb,15,1299
2219,Yes,4,Downtown,33,3778
1634,Yes,2,Downtown,26,2577
1168,Yes,2,Suburb,30,1579
1233,No,5,Downtown,11,2846
1867,No,3,Downtown,19,2999
1055,No,2,Suburb,35,1362
558,Yes,3,Downtown,4,2115
1834,Yes,5,Suburb,23,2919
939,Yes,3,Suburb,28,2002
999,No,3,Downtown,17,2063
435,No,2,Old Town,21,770
1847,Yes,4,Downtown,30,3181
1610,No,3,Downtown,33,2605
397,,1,Uptown,4,938
1629,Yes,,Downtown,28,2667
1529,Yes,2,Uptown,8,2364
1768,Yes,2,Old Town,24,2245
941,No,2,Suburb,3,1579
396,Yes,1,Uptown,4,1291
956,No,5,Uptown,39,2266
528,No,2,Downtown,26,1513
1701,Yes,,Uptown,0,3088
250,No,2,Suburb,8,1004
1075,Yes,1,Downtown,10,1786
757,No,3,Uptown,14,1774
918,No,3,Downtown,,2273
1066,No,2,Downtown,5,1895
1386,Yes,4,Uptown,12,2733
1210,Yes,2,Suburb,16,2090
1176,No,1,Uptown,9,1805
1072,Yes,3,Suburb,26,1821
1779,No,4,Downtown,8,3082
1526,Yes,5,Downtown,23,2993
897,Yes,1,Uptown,21,1555
570,No,2,Uptown,13,1333
1275,No,2,Downtown,12,2143
1252,,2,Downtown,27,2062
842,No,3,Downtown,10,2047
870,Yes,5,Downtown,27,2464
1382,No,5,Suburb,18,2514
2192,No,5,Uptown,,3494
1807,Yes,4,Uptown,4,3079
839,Yes,2,Downtown,17,2109
1232,Yes,1,Old Town,12,1561
1376,No,1,Uptown,32,1634
1462,Yes,3,Downtown,20,2912
1964,Yes,3,Suburb,13,2799
1081,Yes,4,Downtown,8,2566
798,Yes,2,Downtown,10,2195
1275,,4,Uptown,22,2413
805,No,4,Downtown,24,2137
1229,Yes,,Uptown,33,1690
906,,3,Uptown,18,1958
1519,Yes,2,Old Town,0,2323
1803,Yes,1,Old Town,22,2170
700,Yes,5,,22,1918
746,Yes,3,Uptown,14,2008
745,Yes,5,Old Town,23,1726
1056,Yes,,,19,1827
1613,Yes,3,Old Town,23,2147
530,No,3,Downtown,5,1741
1332,Yes,3,Suburb,22,2185
1951,No,4,Old Town,5,2635
797,No,3,Suburb,9,1731
912,Yes,1,Uptown,19,1516
919,No,4,Downtown,13,2492
1858,No,2,Old Town,13,1867
1257,Yes,2,,19,2008
1592,No,2,Downtown,18,2574
929,No,1,Old Town,5,1184
1603,No,2,,16,2486
1145,No,2,Uptown,26,2071
1964,Yes,3,Uptown,20,2711
1587,No,4,Uptown,36,2372
1950,Yes,1,Uptown,22,2353
1695,Yes,2,Downtown,32,2349
811,No,2,,6,1692
1949,Yes,5,Suburb,17,3304
1946,No,2,Old Town,8,2430
594,Yes,1,Downtown,11,1460
,Yes,3,Suburb,34,1750
,No,3,Downtown,2,2141
1370,No,2,Old Town,27,1551
1283,,1,Old Town,,1605
1432,,2,Old Town,24,1734
,Yes,3,Uptown,15,1823
537,Yes,2,Uptown,31,1306
680,No,4,Uptown,20,1784
1526,Yes,2,Old Town,23,1991
824,No,4,Suburb,0,1916
521,Yes,2,Downtown,8,1557
811,No,4,Suburb,14,1907
1590,No,1,Suburb,23,1826
792,Yes,3,Suburb,6,1999
1409,No,2,Old Town,2,1916
1206,No,1,Suburb,18,1535
1256,No,3,Uptown,9,2266
1375,No,3,Downtown,20,2477
538,Yes,2,Uptown,14,1577
1323,,3,Suburb,23,2272
1021,No,3,Downtown,4,2354
1038,No,2,Suburb,12,1740
980,Yes,2,Old Town,14,1667
1070,No,4,Downtown,26,2202
1350,Yes,2,Downtown,13,2223
1536,Yes,5,Uptown,17,3102
1590,No,2,Downtown,8,2619
2730,Yes,4,Suburb,22,3816
1231,No,2,Uptown,23,1922
1748,Yes,1,,16,2520
937,Yes,3,,12,2170
789,Yes,2,Suburb,12,1518
978,No,1,Uptown,15,1470
815,Yes,3,Downtown,22,2053
1705,No,3,Uptown,14,2911
1995,No,1,Old Town,28,1847
1482,Yes,1,Old Town,16,1836
1188,No,2,Uptown,7,1900
1230,No,2,,33,1988
1362,Yes,4,Downtown,11,2933
1996,Yes,3,Downtown,9,3331
1646,No,2,Old Town,14,1964
2039,Yes,1,Downtown,28,2852
